X1,X2,X3,Y
75,B,-1.5095832048651,0.607407371280715,1
76,B,-0.26389194830059,0.504373053088784,1
77,A,0.598657541185086,0.504410703200847,1
78,B,3.30432984433945,0.423651709454134,1
79,A,0.947104777706601,0.217534701805562,0
80,A,-1.21540152465921,0.319250218337402,0
81,B,0.892175370919747,0.241620127577335,1
82,C,-1.66142036962126,0.00115238502621651,0
83,C,-0.203649959577797,0.223817161051556,0
84,A,0.95707008552071,0.969164622016251,1
85,B,-2.27271221377935,0.432402865262702,0
86,A,0.724725141367969,0.963307128520682,1
87,B,0.885334026804996,0.255820115795359,1
88,A,-0.838911116902177,0.135430539026856,0
89,C,-0.157181940104775,0.562592026544735,0
90,C,2.25723497722318,0.433249341091141,1
91,B,-0.736823178152903,0.862894126446918,1
92,C,0.142436401342084,0.915476944530383,0
93,A,-0.167136700918314,0.618308931356296,0
94,B,0.245213381324772,0.840930631151423,1
95,B,1.71261886001813,0.288255118299276,1
96,C,-0.762876251006842,0.899128534598276,0
97,B,-0.201937141656936,0.14110324322246,1
98,A,-0.304304464753657,0.141916863387451,1
99,C,-0.872653202044052,0.57956757908687,0
100,C,-2.21092610797175,0.995020768139511,0
101,C,-0.169443000878834,0.533479852369055,0
102,B,-2.19892721386174,0.128510575043038,0
103,B,-0.205951561984694,0.177119405008852,0
104,C,-0.772889844069663,0.774550273315981,0
105,A,0.509409292532353,0.650511102285236,1
106,A,-0.216650710731638,0.556174039375037,0
107,C,-0.674442592333215,0.745507152751088,0
108,B,-0.73262780355557,0.343212876003236,1
109,B,-0.0593297078112225,0.391240229364485,1
110,B,0.750526123885376,0.352189561817795,1
111,B,0.132932125512687,0.622792105423287,1
112,B,-0.590778652552843,0.160745930159464,1
113,B,-0.187182985257537,0.246435532346368,1
114,C,1.97818430063227,0.947668921202421,1
115,B,-1.35014611588963,0.988341624848545,0
116,A,-0.264520685700686,0.535662978887558,0
117,B,-0.471898846559758,0.0453076865524054,0
118,B,-0.569186152190553,0.602266454603523,1
119,B,2.33271944293544,0.721679317299277,1
120,C,-0.489044340364844,0.583022876409814,0
121,B,-0.769124270807429,0.526473444188014,0
122,C,-0.96619904497307,0.353766745654866,0
123,B,1.26805006975467,0.080061785178259,1
124,C,1.1033323027916,0.128392816288397,1
125,A,-1.92230498214845,0.365875389659777,0
126,C,-0.362042071289173,0.600146495504305,0
127,C,0.662247194824226,0.237843368668109,0
128,C,-0.16654299207708,0.018146054353565,0
129,A,-0.00497512029784663,0.309872929705307,1
130,C,-1.3808867903743,0.0780126599129289,0
131,C,-1.25652688154512,0.250912423478439,0
132,B,0.325245720908293,0.140874939505011,1
133,B,-0.277000531516866,0.370114748133346,1
134,B,-0.389011004211623,0.140365454135463,1
135,C,1.210393907181,0.567996666068211,1
136,C,0.23491659151403,0.542680406942964,0
137,C,-1.43467846106294,0.163693082751706,0
138,B,-0.921722128893628,0.945032742572948,1
139,A,-0.542095945981778,0.625892563955858,1
140,B,-1.15121258274327,0.0648451715242118,0
141,A,0.917557424647388,0.180918276077136,1
142,C,-1.68665726168041,0.667738135438412,0
143,C,-1.13585277446499,0.906726876972243,0
144,B,-0.076358680447596,0.815818716306239,1
145,A,0.614001364942704,0.442474439740181,1
146,C,2.27710648926263,0.161201414419338,1
147,A,-0.27076813921271,0.165773016633466,0
148,C,-0.397542487258168,0.47894586995244,0
149,B,-0.741708582275177,0.395862681325525,0
150,B,-1.97955310304814,0.794919659616426,0
151,A,0.721098819590606,0.769837093772367,1
152,C,1.04000787090448,0.399164953269064,0
153,B,-0.88942163952443,0.630196794867516,1
154,A,1.2444974615112,0.412669114535674,1
155,C,0.0102593848553412,0.365390750579536,0
156,C,0.397176349172147,0.620854882756248,0
157,C,1.23732336622482,0.955958032282069,1
158,A,-0.651064509691392,0.476072539808229,0
159,B,0.831516191314011,0.62046377081424,1
160,B,0.950503252043649,0.289224087027833,1
161,A,1.58652089477829,0.407567722257227,1
162,B,1.55356294847361,0.444877186091617,1
163,C,1.14844657211635,0.283533689798787,1
164,C,-1.28326767604019,0.970138955162838,0
165,A,0.589455277442026,0.882598839234561,1
166,B,-0.29836609918156,0.808850640896708,1
167,A,0.05378126712045,0.708226453978568,1
168,B,1.20130826298456,0.180201602866873,1
169,C,0.786552119459243,0.0639757097233087,0
170,C,-1.78441450074373,0.106581010855734,0
171,A,0.363997197922366,0.84818431828171,1
172,C,-0.253184771213994,0.359430208569393,0
173,B,-0.277971887056142,0.785000595031306,1
174,A,-0.563868841247426,0.908038844354451,1
175,A,0.147959761293632,0.63342471793294,1
176,B,0.659715975877062,0.615116288419813,1
177,C,0.402918644311048,0.0675399040337652,0
178,A,0.340969125374315,0.241493882378563,1
179,B,-0.568359187784506,0.410778202814981,1
180,B,0.0979634986365085,0.811175012029707,1
181,A,-0.442906902733812,0.379141225945204,0
182,B,-1.80773959564142,0.446950230514631,0
183,A,0.245090754212522,0.570507782511413,1
184,A,1.67300788513692,0.131212369306013,1
185,B,-1.38329415131306,0.0130183685105294,0
186,A,1.14960464876736,0.677669727476314,1
187,C,1.00646766850453,0.835155610926449,0
188,A,0.392570508620148,0.936263481155038,1
189,A,-0.886193250071689,0.0584506138693541,0
190,B,-1.37175427683509,0.668025794206187,0
191,A,1.5212967765024,0.385856540640816,1
192,B,0.571550440729579,0.576129043940455,1
193,A,0.23998089337994,0.138814177829772,1
194,A,0.293443708290688,0.255833853268996,1
195,A,-1.52438054856347,0.313060884131119,0
196,C,1.14314697262626,0.715117806801572,0
197,C,1.60381108959682,0.188679528888315,1
198,B,0.0317421291434197,0.14218128984794,1
199,A,-1.22758394149357,0.574111616471782,1
200,B,-0.312468869389467,0.0491502727381885,1
201,C,-0.484906930190316,0.435007651569322,0
202,B,0.77198227429415,0.48271016147919,1
203,C,0.40044460992892,0.464816900668666,0
204,B,-0.851851243178311,0.486201937077567,1
205,C,-0.133894846619547,0.737584884976968,0
206,A,1.53020142541477,0.990986311808228,1
207,A,0.256574281844095,0.840408358722925,1
208,A,0.875489834954129,0.111926322104409,1
209,A,1.04528329090324,0.861421876121312,1
210,C,1.86461561608793,0.567851287778467,1
211,B,-2.55140740828412,0.683278919896111,0
212,A,-2.52124003182417,0.78960547875613,0
213,B,0.779521087315833,0.402525533223525,1
214,A,-0.335325216076547,0.853277189424261,1
215,C,0.92972665283347,0.189605532446876,0
216,C,0.312910943310577,0.495721633080393,0
217,A,-0.000204296956602809,0.120044349227101,0
218,B,-0.250647706803357,0.228663306217641,1
219,C,1.52027517635187,0.905497896485031,1
220,A,-2.09325651907051,0.473774873185903,0
221,C,-0.0104415615275756,0.540476779220626,0
222,B,2.41134607807914,0.973795318976045,1
223,A,-0.396805699509806,0.972429021494463,0
224,A,1.33294263781491,0.685359469614923,1
225,A,0.356054887395005,0.77995915315114,1
226,A,0.256261119405186,0.0204532174393535,0
227,A,-0.105843223304544,0.728465740568936,1
228,C,-0.659082128218953,0.922698445850983,0
229,B,-0.0702605091174753,0.4404577978421,1
230,B,-0.606533302951977,0.705574781168252,1
231,B,0.288070591487256,0.816724790958688,1
232,C,-1.47573698233506,0.486609313404188,0
233,A,-0.336438042347954,0.842999417567626,1
234,B,1.0192242019091,0.492873826297,1
235,B,-1.80996001143888,0.0176692183595151,0
236,A,0.978923572056562,0.440465257968754,1
237,B,-0.433877949292008,0.477924662875012,1
238,A,1.73483673348973,0.601240573916584,1
239,A,0.0257710266964195,0.443246723385528,1
240,B,1.01879986769785,0.307177442824468,1
241,C,0.439563176770571,0.67298921640031,0
242,A,-1.64485575448431,0.609114264138043,0
243,C,0.208426552303899,0.973678541136906,1
244,A,0.046307074076205,0.175834712339565,1
245,B,0.246565286729562,0.973226474830881,0
246,A,0.493827611532898,0.579317138763145,1
247,B,-0.0855064444415492,0.738125260453671,1
248,B,-0.127504606668889,0.865817889105529,1
249,B,-2.6038628879498,0.647486103931442,0
250,C,-0.236654425952113,0.694696117890999,0
251,A,1.12421503431044,0.995905438205227,1
252,A,1.18301131379027,0.849373399978504,1
253,A,1.18218557104205,0.76582223828882,1
254,A,0.738222266892377,0.137665323214605,1
255,C,0.00186018765586471,0.0951889341231436,0
256,A,-0.813119872948783,0.521848226897418,1
257,B,-0.479495534457026,0.19246097211726,1
258,A,-0.482596014545508,0.731465178076178,1
259,B,0.768721192460119,0.494586978806183,1
260,B,-0.046022231611849,0.142759153386578,1
261,A,0.759870166249416,0.841216969070956,0
262,A,-2.16225900282596,0.94130395934917,0
263,A,-0.723032397500115,0.277967476984486,1
264,A,-0.537076518743183,0.150379287777469,0
265,C,1.05079670124954,0.706673442618921,0
266,A,-1.46582307301181,0.565338594373316,0
267,A,0.200817442988905,0.0905024409294128,0
268,A,-0.425394881934915,0.560340407071635,0
269,B,1.54276423431923,0.615260063204914,1
270,B,0.500707238958464,0.548419935628772,1
271,C,1.10980861414807,0.393490948714316,0
272,B,-0.761241941592442,0.416668150573969,1
273,C,1.2071160988788,0.904910921584815,1
274,A,0.447529832761294,0.673621984198689,1
275,A,0.904211258568778,0.954790232004598,1
276,A,-0.332790557094147,0.151231846772134,1
277,A,1.52009878365097,0.559741638135165,1
278,A,-1.09185051611667,0.0986357508227229,0
279,C,-0.391696122879394,0.623449966777116,0
280,A,-1.06855473655809,0.256372759817168,0
281,A,-0.688703091797393,0.479266564594582,0
282,C,0.787645304869747,0.477143506286666,0
283,C,-0.27449989294231,0.830491416389123,0
284,B,0.25880177192769,0.895577512681484,1
285,A,2.35842769666916,0.576875721104443,1
286,A,0.628830229786794,0.943795091472566,1
287,A,0.146017566646804,0.291835304815322,1
288,B,0.933384481351514,0.625319276470691,1
289,A,0.0898024701853826,0.620183863444254,1
290,B,-0.600888252771857,0.648617852479219,0
291,A,1.13512284546201,0.234910608269274,1
292,A,0.127404218674185,0.403752933023497,0
293,C,0.606211559719579,0.170949821127579,1
294,C,0.290936780137971,0.519163028802723,0
295,B,0.164059259071191,0.58436138019897,1
296,B,0.32806058981887,0.0800781804136932,1
297,A,-1.38996309796674,0.728902525268495,1
298,C,0.487631879146409,0.614066529320553,0
299,A,-1.05413798393701,0.670895760180429,0
300,A,-0.0339711367503879,0.296133559430018,0
301,B,-0.00224353823435529,0.360568501753733,1
302,A,-0.310061701879844,0.631066288566217,0
303,B,-1.44460958037081,0.960105936741456,0
304,B,1.76313341601815,0.36467837006785,1
305,B,-0.158175005896921,0.197989918990061,0
306,B,-1.77760737259437,0.254108763532713,0
307,C,-0.990523973513076,0.485302679473534,0
308,C,0.862973460833522,0.413281648885459,0
309,C,0.68962183713068,0.328245330136269,0
310,C,-0.556463009453687,0.356844970490783,0
311,A,0.435360267924554,0.683859254233539,1
312,C,0.979714314223968,0.863149265060201,1
313,C,0.401239530755566,0.46896873624064,1
314,C,-0.650613545173789,0.582857097731903,0
315,B,0.71756884525546,0.498559968080372,1
316,C,-0.618965336307604,0.667307857424021,0
317,C,-0.064924982739643,0.687873262446374,0
318,C,0.756582303486169,0.107329925056547,0
319,A,-1.01422951482189,0.112209268612787,0
320,A,-0.692070820452084,0.932780175935477,0
321,C,-0.797152851396709,0.421875875210389,0
322,B,-0.359471574575351,0.563311485340819,1
323,C,-1.70176499505564,0.95624218787998,0
324,B,0.173108751289466,0.195921072736382,1
325,A,1.16485511268094,0.223746445262805,1
326,B,0.10635540690151,0.621356976451352,1
327,B,0.37957697779787,0.834566637640819,0
328,B,-0.46312500390824,0.807968374807388,1
329,A,-0.884554455179247,0.151073452783749,0
330,A,-0.102554006808623,0.0832286651711911,0
331,A,-0.823214270312784,0.778930622152984,1
332,C,-1.08921196567006,0.95449625281617,0
333,C,-0.122511337887164,0.618401430780068,0
334,A,-0.670798985517696,0.437216302845627,1
335,A,-0.972064501839083,0.664421479217708,0
336,C,-1.00873074753089,0.868892412167042,0
337,A,1.24491102135265,0.502621453488246,1
338,C,0.681070858239625,0.528803027002141,1
339,B,-0.129305143707347,0.770743538159877,1
340,A,-1.06024819281691,0.369784993585199,0
341,A,0.0361892202723021,0.940502697834745,1
342,C,0.295889516794678,0.0332587726879865,0
343,B,-1.59213921601078,0.338277495931834,0
344,C,-0.766013267345212,0.135628548450768,0
345,B,-0.620858975622339,0.337124768877402,0
346,A,0.275671223178944,0.483512301929295,1
347,B,-0.873519594971886,0.757156757172197,0
348,C,-0.69864379197568,0.79612299380824,0
349,B,-2.69348167294033,0.416458620689809,0
350,C,-0.155890901009092,0.0299398233182728,0
351,C,-0.853398548802343,0.938352005323395,0
352,A,-0.672174047931869,0.915502637159079,0
353,B,0.19487423739745,0.612113551236689,1
354,A,0.610338623773382,0.919092080555856,1
355,B,0.195847285936212,0.626259023090824,1
356,B,-0.76234071939713,0.126453656470403,1
357,B,0.632610626681537,0.14264163793996,1
358,B,1.65672405333589,0.681643860414624,1
359,A,0.658327207241863,0.923024817137048,1
360,B,-0.935461979320203,0.15065242908895,1
361,A,0.714232181082825,0.884846845176071,1
362,B,1.32068975830018,0.450182621134445,1
363,A,-0.842504031224173,0.0466699926182628,1
364,C,-0.0527927400140836,0.823468044633046,0
365,B,-1.30105252080517,0.966285669011995,1
366,A,-0.983246190522657,0.807395789306611,0
367,C,-1.13697164100057,0.296252726344392,0
368,B,0.785916962964628,0.197892070980743,1
369,C,0.447021720529273,0.201672925846651,0
370,B,1.04203161160561,0.349512686487287,1
371,C,0.979816114543429,0.224084863439202,0
372,C,-2.31592351817953,0.164491710020229,0
373,A,-0.613772831380655,0.0927299510221928,1
374,B,1.50363053243895,0.632899892982095,1
375,C,1.36159800703617,0.784788343356922,1
376,A,-0.252609052485096,0.0594892981462181,1
377,A,0.730963516235479,0.084299654699862,1
378,C,-0.267589856977408,0.00427772384136915,0
379,B,-1.65477045561013,0.142220714827999,1
380,C,0.51533082756977,0.929193703690544,1
381,B,-1.23519262235028,0.161884823115543,0
382,B,0.36414607813304,0.988501149928197,1
383,B,2.34280295318372,0.704223259584978,1
384,A,-0.480830596100497,0.324542554793879,1
385,B,-0.520803786540479,0.328085233457386,1
386,A,-1.92883772117318,0.776702075731009,0
387,A,0.650882637271395,0.498603128129616,0
388,A,-0.212643136193865,0.497006849851459,0
389,B,-1.49452114994652,0.266374840168282,0
390,B,-0.3761201532937,0.92980143497698,1
391,C,1.79620188856152,0.677545783109963,1
392,C,0.578284241481403,0.710259832208976,0
393,A,-0.828798943428294,0.281794074689969,0
394,B,0.984326617758417,0.580691942945123,1
395,B,-0.579685469429068,0.954256804427132,1
396,C,-0.0146634935088732,0.0359985483810306,0
397,C,-0.772761351514909,0.510235942201689,0
398,C,-1.96824969547964,0.860585955437273,0
399,C,0.998112542616943,0.277492366963997,0
400,B,0.418178367675221,0.362849079770967,1
401,A,-0.778173172087116,0.916517503093928,0
402,A,-1.9673480115395,0.0802353743929416,0
403,C,0.0600273613468234,0.512724637286738,0
404,A,1.48550341646014,0.420037846080959,1
405,B,-0.308664460982763,0.158049466554075,1
406,B,-1.03763041482436,0.449557990999892,0
407,C,0.156336628529178,0.169620736502111,1
408,B,0.881957740532339,0.855247208615765,1
409,A,0.0386364629684249,0.688133171061054,0
410,C,-0.912018436699139,0.121525236405432,1
411,A,-1.64579689946867,0.119116011308506,0
412,A,-1.28571245296182,0.288543877657503,0
413,C,-0.285970911108793,0.940235597081482,0
414,B,0.544826604072686,0.931640369584784,1
415,A,1.8142881875433,0.182928508846089,1
416,A,-0.99003627240842,0.912873741006479,0
417,B,-0.518032598574373,0.0664578315336257,0
418,B,0.927948056680191,0.877628769725561,1
419,B,-0.247340826640396,0.0588105244096369,1
420,B,-1.15316786939109,0.951695873402059,0
421,A,0.53555521948642,0.160069407895207,1
422,C,2.69839509570496,0.580835356609896,1
423,C,2.3290782268123,0.711416690144688,1
424,B,-0.159215379761938,0.280322518199682,0
425,C,-0.128528995695014,0.0266316782217473,0
426,C,-0.185168126756177,0.71062245243229,0
427,C,-1.64119074037171,0.312746818875894,0
428,B,1.0044201457784,0.855137056205422,1
429,C,0.812937184133844,0.471819306723773,1
430,C,0.414976606911629,0.992102828575298,1
431,B,-0.0858590644491107,0.0778639460913837,0
432,B,-1.90820890558503,0.0247081376146525,1
433,C,0.663251983875979,0.575168506242335,0
434,B,0.661685731368141,0.607663982082158,1
435,C,-0.946084552093717,0.00436520925723016,0
436,B,1.47843295735992,0.743699993938208,1
437,B,0.775822969382906,0.0467767203226686,1
438,A,0.231068251620737,0.478229105239734,1
439,B,-1.13423440350792,0.938555045751855,0
440,C,0.573126494011537,0.0596376904286444,0
441,A,-2.0898419011219,0.953640901716426,0
442,A,0.249851659194256,0.770805104402825,1
443,C,0.545560448172042,0.851549400249496,0
444,B,-0.574520216997201,0.217964601237327,0
445,A,0.447459026214301,0.994472747668624,0
446,A,-1.23453449656906,0.693523060297593,0
447,C,-1.2635316199082,0.287133126053959,0
448,C,0.358258706604859,0.817942433292046,0
449,C,-0.508542365744558,0.95942445914261,0
450,A,0.338484079687825,0.900421502767131,0
451,B,-1.63184925946024,0.126839369302616,1
452,B,-2.01243240123754,0.0596327660605311,0
453,C,-0.443527607412444,0.818412929074839,0
454,C,-0.898872396044414,0.860316375503317,0
455,C,1.07517647297492,0.0451996305491775,1
456,C,0.380473017540267,0.224530511768535,0
457,B,-0.084982979844259,0.704817934893072,1
458,A,-0.688832643435133,0.098695662105456,0
459,C,1.8394001738877,0.0158910749014467,1
460,B,0.396433071464249,0.905630844179541,1
461,A,1.86982738280782,0.0490334695205092,1
462,C,1.11770048473839,0.874156204983592,0
463,C,0.775683222886744,0.120570289902389,0
464,C,-0.554984032171241,0.404164124047384,0
465,B,2.22732464717628,0.229922983096913,1
466,A,0.713639913460329,0.776235409313813,1
467,B,-0.718453517603737,0.576325166039169,1
468,C,-0.411237329752435,0.194804755505174,0
469,A,2.09570520963183,0.424757360480726,1
470,B,1.09017613583202,0.439975396031514,1
471,A,-1.14537366295748,0.908846454694867,0
472,B,-2.05480789348907,0.46266450220719,1
473,B,1.25806478134494,0.931597844231874,1
474,C,-0.64753895694237,0.38945489260368,0
475,B,-0.490571124725216,0.80526344710961,1
476,B,-1.87281680504869,0.768555719871074,0
477,B,1.74373636687875,0.340907289879397,1
478,B,-0.117328073153603,0.93789343861863,1
479,B,-1.64324479436782,0.503831279929727,0
480,C,1.26265868485489,0.324277308071032,1
481,A,0.00823439104969856,0.442645444534719,1
482,A,-0.953098563325357,0.486973477527499,0
483,C,-1.22390810179463,0.841602640692145,0
484,C,0.112979061764988,0.94915941148065,0
485,C,1.29019577220167,0.470369812333956,1
486,C,-0.197259785677788,0.371061983751133,0
487,B,-0.712101878686666,0.225908515276387,1
488,A,1.15715395704521,0.0046066262293607,1
489,A,1.06826165637447,0.709437357727438,1
490,C,1.24934726154581,0.696368342731148,1
491,B,0.308292561158845,0.0146949514746666,1
492,B,-0.87709998822368,0.187682691961527,1
493,C,0.444145583054291,0.536854033591226,1
494,A,-0.452207661481175,0.159009179566056,1
495,C,-2.57643999492933,0.246009987778962,0
496,C,0.352108151142352,0.922314992407337,0
497,A,0.908875833339114,0.363104607677087,1
498,A,0.42164430595857,0.992817378835753,1
499,C,0.219473897036687,0.725724642863497,0
500,C,0.0709673853909245,0.149220468243584,0
501,B,0.520012034919471,0.591902024811134,1
502,B,-0.736188995374692,0.848735488951206,1
503,C,-1.4105279981439,0.73399445717223,0
504,B,0.135977570782623,0.46249585878104,0
505,C,-0.802603177096986,0.511086887912825,0
506,C,0.573874906278735,0.556383954826742,0
507,B,-1.45230388571378,0.200795648619533,0
508,C,1.61086624388825,0.889190941583365,1
509,C,1.41490308720653,0.154383993940428,1
510,A,-1.00957128626397,0.584599561057985,0
511,C,1.41907815577158,0.480936974985525,1
512,A,-1.45116243804716,0.197283214656636,0
513,B,-0.344047466437283,0.978424471337348,1
514,A,-0.0885068641416958,0.319031463703141,1
515,C,0.929428134399647,0.0447886961046606,1
516,C,0.612747398755675,0.753686090698466,0
517,B,-1.50417392151865,0.566858948906884,0
518,B,-0.714092248624611,0.00974699202924967,1
519,A,-0.195792531836622,0.300754070747644,1
520,B,0.564337011632418,0.863295207964256,1
521,C,1.25732498956591,0.232148367678747,1
522,C,-0.634592834803082,0.058539804071188,0
523,C,0.424232788027996,0.711049911566079,0
524,B,0.180031185719471,0.5087485301774,1
525,A,-0.229594919424629,0.404947039438412,0
526,B,-0.0732077117936612,0.424513918114826,0
527,C,-0.682172428054132,0.913965784478933,0
528,B,-0.084889299376333,0.902006491553038,1
529,C,1.58243402104677,0.218065282329917,1
530,C,-2.40702483073258,0.574894546996802,0
531,A,-0.311947900054132,0.0406531363260001,1
532,B,-1.08204444705421,0.540597511455417,0
533,B,0.821643865839939,0.112828462384641,1
534,B,0.555426470536912,0.757453867699951,1
535,B,-2.32202741693886,0.111144179478288,0
536,B,-0.0728028899761597,0.204114401014522,1
537,A,2.59656748722506,0.767703813267872,1
538,A,0.113510074665354,0.422344665275887,1
539,C,1.28789062211632,0.54695398081094,0
540,A,0.278565105199499,0.880518837366253,0
541,C,1.37976836997107,0.727629451546818,1
542,C,-0.489034565413977,0.75284618884325,0
543,B,0.405908837449559,0.600738950073719,1
544,C,-0.0876076525542178,0.101066739298403,0
545,B,0.453763799908279,0.826222706120461,1
546,A,-2.25424723228305,0.738248956389725,0
547,A,-1.27750059095589,0.882975653978065,0
548,B,-0.164941404465841,0.0841650082729757,0
549,A,-0.414581737624283,0.829472503392026,0
550,C,0.95288095707738,0.274816288612783,1
551,B,-0.300182450475621,0.334215859882534,1
552,B,-0.0106887372616722,0.887037044391036,1
553,C,1.01912547691678,0.191326073836535,1
554,A,0.675673160917742,0.0121913377661258,1
555,A,-0.277498053119159,0.705344221321866,1
556,B,0.653909139110042,0.0376187188085169,1
557,C,0.0803501901300225,0.822525524534285,0
558,A,0.455902606918802,0.903434539213777,1
559,A,0.834532060457924,0.166457612067461,1
560,C,-0.6927239746033,0.207595467101783,0
561,C,-1.57178772915654,0.795880174264312,0
562,B,0.967507379847173,0.893196298275143,1
563,A,-1.59447513085598,0.243682951433584,0
564,C,0.202452256946328,0.433193228440359,0
565,C,-0.411738034228359,0.398153306450695,0
566,C,0.750798131695606,0.665592774981633,1
567,A,2.25610717085601,0.305196897126734,1
568,C,-0.661869892228233,0.791970914928243,0
569,C,-0.124114332469519,0.341226793127134,0
570,A,0.269395933461581,0.257454871665686,1
571,B,-0.844573956248251,0.0039615232963115,1
572,A,-0.413722343348169,0.380338864866644,1
573,B,-1.28613164677264,0.599426568718627,0
574,B,-1.67122788786873,0.339035388082266,0
575,A,-0.940377247318525,0.175784240942448,0
576,C,0.223232661640596,0.997569354483858,0
577,A,-0.0136658379792966,0.265399608761072,1
578,B,-0.957878105251745,0.55019224784337,0
579,B,-0.466852087582371,0.135244666365907,0
580,A,-0.495868570644674,0.681822216138244,0
581,B,-0.660371433555135,0.450351065490395,0
582,A,-1.04352114544066,0.366644565947354,0
583,A,0.321519971455179,0.386131340404972,1
584,B,0.545146877203088,0.404471194371581,1
585,B,-0.636097623173024,0.827564720995724,0
586,B,1.37638412297219,0.916014791233465,1
587,B,1.01251924845691,0.761202927213162,1
588,C,-0.539895139965473,0.367348681902513,0
589,A,-1.07241788374896,0.691388094099239,0
590,A,0.428912683617376,0.508032679790631,1
591,A,-0.482457898373662,0.0194259374402463,1
592,A,-0.0906465712382029,0.646899139974266,1
593,C,0.791847550372333,0.623007664456964,0
594,B,0.0687546534829158,0.332971109310165,1
595,A,-0.613966444488069,0.0262868364807218,1
596,A,-0.714181239034769,0.974947359180078,0
597,C,0.324249513315477,0.991274856962264,0
598,C,0.343282350057935,0.0765798087231815,0
599,A,-0.439619408117634,0.53794487263076,1
600,A,0.345096720401332,0.977852743119001,1
601,B,-0.919759738371517,0.109674719395116,1
602,C,1.78311081665491,0.36257217801176,1
603,A,-1.42171189639136,0.49981935787946,0
604,A,1.64218336197998,0.912628401536494,1
605,C,0.124236888180545,0.572060834616423,0
606,A,0.00112331300114884,0.0227945747319609,1
607,B,-1.32897592269806,0.855229625944048,1
608,B,0.779726615450189,0.830484241712838,1
609,C,1.29044748552405,0.878151063108817,1
610,A,-1.02056778040676,0.809602189343423,1
611,C,0.704704540212597,6.53367023915052e-05,1
612,A,1.32875193329595,0.10182573297061,1
613,C,1.71664909527313,0.834825876867399,1
614,C,-0.859586189686864,0.221147396136075,0
615,A,-1.01355029355949,0.0304163766559213,0
616,C,-0.220246236518649,0.576726021710783,0
